Picklist_date,picklist_no,picklist_type,stores_in_picklist
2025-12-08,2376,bulk,"400976.0,396467.0"
2025-12-08,2377,multi order,"396467.0,394413.0"
2025-12-08,2378,bulk,"400976.0,399816.0"
2025-12-08,2379,multi order,"396467.0,396446.0"
2025-12-08,2380,bulk,"400698.0,394413.0"
2025-12-08,2381,multi order,"396467.0,396446.0"
2025-12-08,2382,bulk,"400698.0,394413.0"
2025-12-08,2383,bulk,"396467.0,400156.0"
2025-12-08,2384,multi order,"399816.0,392424.0"
2025-12-08,2385,bulk,"396446.0,395983.0"
2025-12-08,2386,bulk,"400976.0,392424.0"
2025-12-08,2387,bulk,"395468.0,394413.0"
2025-12-08,2388,bulk,"400698.0,401309.0"
2025-12-08,2389,bulk,"392424.0,395468.0"
2025-12-08,2390,bulk,"395468.0,394413.0"
2025-12-08,2391,bulk,"392424.0,394413.0"
2025-12-08,2392,bulk,"395468.0,394413.0"
2025-12-08,2393,bulk,"392424.0,400698.0"
2025-12-08,2394,bulk,"400698.0,401309.0"
2025-12-08,2395,bulk,"396467.0,400156.0"
2025-12-08,2396,bulk,"399816.0,396467.0"
2025-12-08,2397,bulk,"396467.0,395468.0"
2025-12-08,2398,bulk,"392424.0,400976.0"
2025-12-08,2399,multi order,"399816.0,395983.0"
2025-12-08,2400,bulk,"392424.0,395468.0"
2025-12-08,2401,bulk,"396467.0,396446.0"
2025-12-08,2402,bulk,"400698.0,396446.0"
2025-12-08,2403,multi order,"400156.0,401309.0"
2025-12-08,2404,bulk,"392424.0,395983.0"
2025-12-08,2405,multi order,"401309.0,396446.0"
2025-12-08,2406,bulk,"400976.0,395468.0"
2025-12-08,2407,multi order,"396467.0,395983.0"
2025-12-08,2408,bulk,"396467.0,395468.0"
2025-12-08,2409,multi order,"396467.0,394413.0"
2025-12-08,2410,multi order,"400976.0,400156.0"
2025-12-08,2411,multi order,"400698.0,401309.0"
2025-12-08,2412,multi order,"396467.0,401309.0"
2025-12-08,2413,multi order,"400976.0,400698.0"
2025-12-08,2414,bulk,"399816.0,396467.0"
2025-12-08,2415,bulk,"401309.0,396446.0"
2025-12-08,2416,bulk,"400698.0,396467.0"
2025-12-08,2417,bulk,"396467.0,401309.0"
2025-12-08,2418,multi order,"394413.0,395983.0"
2025-12-08,2419,bulk,"400976.0,394413.0"
2025-12-08,2420,bulk,"400976.0,395983.0"
2025-12-08,2421,bulk,"400156.0,401309.0"
2025-12-08,2422,multi order,"392424.0,396467.0"
2025-12-08,2423,multi order,"400976.0,395983.0"
2025-12-08,2424,multi order,"396467.0,400156.0"
2025-12-08,2425,bulk,"392424.0,395468.0"
2025-12-08,2426,multi order,"400976.0,395468.0"
2025-12-08,2427,bulk,"396467.0,395983.0"
2025-12-08,2428,multi order,"392424.0,399816.0"
2025-12-08,2429,bulk,"394413.0,396446.0"
2025-12-08,2430,bulk,"392424.0,401309.0"
2025-12-08,2431,bulk,"392424.0,395468.0"
2025-12-08,2432,bulk,"396446.0,395983.0"
2025-12-08,2433,bulk,"392424.0,401309.0"
2025-12-08,2434,bulk,"400976.0,395468.0"
2025-12-08,2435,bulk,"396467.0,395983.0"
2025-12-08,2436,multi order,"395468.0,396446.0"
2025-12-08,2437,multi order,"396467.0,395983.0"
2025-12-08,2438,bulk,"399816.0,396467.0"
2025-12-08,2439,multi order,"400976.0,396446.0"
2025-12-08,2440,multi order,"392424.0,394413.0"
2025-12-08,2441,bulk,"392424.0,400698.0"
2025-12-08,2442,bulk,"396467.0,395983.0"
2025-12-08,2443,multi order,"392424.0,394413.0"
2025-12-08,2444,bulk,"400698.0,395468.0"
2025-12-08,2445,multi order,"392424.0,395468.0"
2025-12-08,2446,bulk,"392424.0,400156.0"
2025-12-08,2447,bulk,"396467.0,401309.0"
2025-12-08,2448,bulk,"400976.0,392424.0"
2025-12-08,2449,multi order,"396467.0,400156.0"
2025-12-08,2450,bulk,"400698.0,395983.0"
2025-12-08,2451,bulk,"392424.0,396467.0"
2025-12-08,2452,multi order,"392424.0,395983.0"
2025-12-08,2453,bulk,"396467.0,400156.0"
2025-12-08,2454,bulk,"400698.0,395983.0"
2025-12-08,2455,bulk,"399816.0,394413.0"
2025-12-08,2456,bulk,"400976.0,401309.0"
2025-12-08,2457,bulk,"396467.0,395468.0"
2025-12-08,2458,bulk,"400156.0,401309.0"
2025-12-08,2459,multi order,"392424.0,400156.0"
2025-12-08,2460,bulk,"400976.0,399816.0"
2025-12-08,2461,bulk,"395468.0,401309.0"
2025-12-08,2462,bulk,"401309.0,395983.0"
2025-12-08,2463,multi order,"392424.0,400156.0"
2025-12-08,2464,bulk,"395468.0,401309.0"
2025-12-08,2465,bulk,"392424.0,400698.0"
2025-12-08,2466,bulk,"400976.0,395983.0"
2025-12-08,2467,bulk,"392424.0,400156.0"
2025-12-08,2468,bulk,"399816.0,396446.0"
2025-12-08,2469,bulk,"392424.0,396467.0"
2025-12-08,2470,bulk,"399816.0,396467.0"
2025-12-08,2471,bulk,"395468.0,396446.0"
2025-12-08,2472,bulk,"392424.0,395468.0"
2025-12-08,2473,bulk,"400698.0,401309.0"
2025-12-08,2474,multi order,"392424.0,395468.0"
2025-12-08,2475,bulk,"396467.0,401309.0"
2025-12-08,2476,multi order,"395468.0,395983.0"
2025-12-08,2477,bulk,"392424.0,399816.0"
2025-12-08,2478,multi order,"392424.0,395468.0"
2025-12-08,2479,bulk,"400976.0,396467.0"
2025-12-08,2480,bulk,"401309.0,396446.0"
2025-12-08,2481,bulk,"400698.0,400156.0"
2025-12-08,2482,bulk,"400976.0,394413.0"
2025-12-08,2483,bulk,"396467.0,395983.0"
2025-12-08,2484,multi order,"395468.0,394413.0"
2025-12-08,2485,bulk,"392424.0,401309.0"
2025-12-08,2486,bulk,"399816.0,396467.0"
2025-12-08,2487,multi order,"400156.0,401309.0"
2025-12-08,2488,bulk,"400976.0,399816.0"
2025-12-08,2489,multi order,"392424.0,401309.0"
2025-12-08,2490,multi order,"395468.0,401309.0"
2025-12-08,2491,multi order,"396467.0,400156.0"
2025-12-08,2492,multi order,"399816.0,401309.0"
2025-12-08,2493,bulk,"392424.0,396467.0"
2025-12-08,2494,multi order,"401309.0,396446.0"
2025-12-08,2495,multi order,"395468.0,395983.0"
2025-12-08,2496,bulk,"400156.0,394413.0"
2025-12-08,2497,multi order,"400976.0,400698.0"
2025-12-08,2498,bulk,"400698.0,400156.0"
2025-12-08,2499,bulk,"401309.0,394413.0"
2025-12-08,2500,multi order,"399816.0,396467.0"
2025-12-08,2501,bulk,"395468.0,395983.0"
2025-12-08,2502,multi order,"396467.0,395983.0"
2025-12-08,2503,bulk,"396467.0,400156.0"
2025-12-08,2504,bulk,"399816.0,395468.0"
2025-12-08,2505,multi order,"400976.0,395468.0"
2025-12-08,2506,multi order,"400976.0,395983.0"
2025-12-08,2507,bulk,"396467.0,396446.0"
2025-12-08,2508,multi order,"392424.0,394413.0"
2025-12-08,2509,multi order,"392424.0,396467.0"
2025-12-08,2510,bulk,"400976.0,396467.0"
2025-12-08,2511,multi order,"392424.0,400156.0"
2025-12-08,2512,bulk,"396467.0,401309.0"
2025-12-08,2513,bulk,"399816.0,395468.0"
2025-12-08,2514,bulk,"401309.0,394413.0"
2025-12-08,2515,bulk,"399816.0,400976.0"
2025-12-08,2516,multi order,"396467.0,394413.0"
2025-12-08,2517,multi order,"399816.0,395468.0"
2025-12-08,2518,multi order,"400156.0,394413.0"
2025-12-08,2519,bulk,"392424.0,396467.0"
2025-12-08,2520,bulk,"399816.0,401309.0"
2025-12-08,2521,bulk,"396467.0,394413.0"
2025-12-08,2522,bulk,"392424.0,400698.0"
2025-12-08,2523,multi order,"396467.0,401309.0"
2025-12-08,2524,bulk,"392424.0,395468.0"
2025-12-08,2525,bulk,"400156.0,395983.0"
2025-12-08,2526,bulk,"392424.0,399816.0"
2025-12-08,2527,bulk,"396467.0,394413.0"
2025-12-08,2528,bulk,"400698.0,395468.0"
2025-12-08,2529,bulk,"392424.0,395983.0"
2025-12-08,2530,multi order,"394413.0,401309.0"
2025-12-08,2531,multi order,"392424.0,400976.0"
2025-12-08,2532,bulk,"400976.0,395468.0"
2025-12-08,2533,bulk,"396467.0,395983.0"
2025-12-08,2534,multi order,"400976.0,392424.0"
2025-12-08,2535,bulk,"395468.0,400156.0"
2025-12-08,2536,bulk,"399816.0,392424.0"
2025-12-08,2537,multi order,"401309.0,394413.0"
2025-12-08,2538,multi order,"399816.0,396467.0"
2025-12-08,2539,bulk,"400698.0,400156.0"
2025-12-08,2540,bulk,"400976.0,394413.0"
2025-12-08,2541,bulk,"392424.0,401309.0"
2025-12-08,2542,bulk,"399816.0,394413.0"
2025-12-08,2543,bulk,"400976.0,401309.0"
2025-12-08,2544,bulk,"392424.0,399816.0"
2025-12-08,2545,bulk,"400156.0,394413.0"
2025-12-08,2546,bulk,"396467.0,401309.0"
2025-12-08,2547,bulk,"396446.0,395983.0"
2025-12-08,2548,bulk,"400976.0,396467.0"
2025-12-08,2549,bulk,"399816.0,400156.0"
2025-12-08,2550,bulk,"392424.0,396446.0"
2025-12-08,2551,multi order,"400156.0,401309.0"
2025-12-08,2552,bulk,"400698.0,396446.0"
2025-12-08,2553,bulk,"399816.0,400698.0"
2025-12-08,2554,bulk,"399816.0,394413.0"
2025-12-08,2555,bulk,"401309.0,396446.0"
2025-12-08,2556,bulk,"399816.0,394413.0"
2025-12-08,2557,bulk,"400976.0,401309.0"
2025-12-08,2558,multi order,"399816.0,396446.0"
2025-12-08,2559,multi order,"400976.0,395468.0"
2025-12-08,2560,multi order,"399816.0,394413.0"
2025-12-08,2561,bulk,"400698.0,396467.0"
2025-12-08,2562,bulk,"396467.0,401309.0"
2025-12-08,2563,bulk,"392424.0,396446.0"
2025-12-08,2564,bulk,"396467.0,395468.0"
2025-12-08,2565,multi order,"400698.0,396467.0"
2025-12-08,2566,bulk,"396467.0,401309.0"
2025-12-08,2567,multi order,"400976.0,394413.0"
2025-12-08,2568,multi order,"400698.0,394413.0"
2025-12-08,2569,bulk,"394413.0,396446.0"
2025-12-08,2570,multi order,"396467.0,395983.0"
2025-12-08,2571,multi order,"399816.0,395983.0"
2025-12-08,2572,bulk,"392424.0,400698.0"
2025-12-08,2573,multi order,"400698.0,396467.0"
2025-12-08,2574,multi order,"401309.0,394413.0"
2025-12-08,2575,bulk,"396467.0,396446.0"
2025-12-08,2576,bulk,"394413.0,401309.0"
2025-12-08,2577,bulk,"399816.0,396467.0"
2025-12-08,2578,multi order,"400976.0,396446.0"
2025-12-08,2579,bulk,"396467.0,395468.0"
2025-12-08,2580,bulk,"400976.0,400698.0"
2025-12-08,2581,bulk,"392424.0,394413.0"
2025-12-08,2582,bulk,"400976.0,395983.0"
2025-12-08,2583,multi order,"392424.0,396467.0"
2025-12-08,2584,bulk,"400156.0,394413.0"
2025-12-08,2585,bulk,"400976.0,395468.0"
2025-12-08,2586,bulk,"400156.0,395983.0"
2025-12-08,2587,bulk,"396467.0,401309.0"
2025-12-08,2588,bulk,"401309.0,396446.0"
2025-12-08,2589,bulk,"392424.0,395983.0"
2025-12-08,2590,bulk,"396467.0,401309.0"
2025-12-08,2591,bulk,"395468.0,396446.0"
2025-12-08,2592,multi order,"395468.0,401309.0"
2025-12-08,2593,multi order,"396467.0,395983.0"
2025-12-08,2594,bulk,"396467.0,395468.0"
2025-12-08,2595,bulk,"399816.0,392424.0"
2025-12-08,2596,bulk,"396467.0,396446.0"
2025-12-08,2597,bulk,"396467.0,401309.0"
2025-12-08,2598,multi order,"395468.0,396446.0"
2025-12-08,2599,multi order,"399816.0,401309.0"
2025-12-08,2600,multi order,"400976.0,392424.0"
2025-12-08,2601,multi order,"395468.0,394413.0"
2025-12-08,2602,multi order,"400698.0,401309.0"
2025-12-08,2603,multi order,"400976.0,395983.0"
2025-12-08,2604,bulk,"401309.0,396446.0"
2025-12-08,2605,multi order,"399816.0,395468.0"
2025-12-08,2606,multi order,"396446.0,395983.0"
2025-12-08,2607,bulk,"396467.0,396446.0"
2025-12-08,2608,bulk,"392424.0,400698.0"
2025-12-08,2609,bulk,"392424.0,396467.0"
2025-12-08,2610,bulk,"400698.0,396446.0"
2025-12-08,2611,bulk,"392424.0,396467.0"
2025-12-08,2612,bulk,"392424.0,395468.0"
2025-12-08,2613,bulk,"396467.0,394413.0"
2025-12-08,2614,bulk,"396467.0,396446.0"
2025-12-08,2615,bulk,"400698.0,401309.0"
2025-12-08,2616,bulk,"395468.0,400156.0"
2025-12-08,2617,bulk,"395468.0,396446.0"
2025-12-08,2618,bulk,"400156.0,395983.0"
2025-12-08,2619,bulk,"396467.0,400156.0"
2025-12-08,2620,multi order,"394413.0,396446.0"
2025-12-08,2621,bulk,"395468.0,395983.0"
2025-12-08,2622,multi order,"399816.0,395983.0"
2025-12-08,2623,multi order,"392424.0,400156.0"
2025-12-08,2624,bulk,"395468.0,395983.0"
2025-12-08,2625,bulk,"396467.0,395468.0"
2025-12-08,2626,bulk,"392424.0,400156.0"
2025-12-08,2627,multi order,"399816.0,396467.0"
2025-12-08,2628,multi order,"400698.0,401309.0"
2025-12-08,2629,bulk,"396467.0,401309.0"
2025-12-08,2630,multi order,"394413.0,401309.0"
2025-12-08,2631,multi order,"400698.0,396467.0"
2025-12-08,2632,multi order,"399816.0,395468.0"
2025-12-08,2633,multi order,"392424.0,401309.0"
2025-12-08,2634,bulk,"399816.0,395983.0"
2025-12-08,2635,bulk,"400976.0,400156.0"
2025-12-08,2636,bulk,"396446.0,395983.0"
2025-12-08,2637,bulk,"400976.0,400156.0"
2025-12-08,2638,bulk,"392424.0,395983.0"
2025-12-08,2639,multi order,"396467.0,394413.0"
2025-12-08,2640,multi order,"396467.0,395983.0"
2025-12-08,2641,bulk,"400156.0,394413.0"
2025-12-08,2642,bulk,"392424.0,396446.0"
2025-12-08,2643,bulk,"399816.0,395468.0"
2025-12-08,2644,bulk,"400698.0,400156.0"
2025-12-08,2645,multi order,"399816.0,394413.0"
2025-12-08,2646,bulk,"392424.0,395983.0"
2025-12-08,2647,multi order,"400976.0,401309.0"
2025-12-08,2648,bulk,"400976.0,396467.0"
2025-12-08,2649,multi order,"400156.0,395983.0"
2025-12-08,2650,bulk,"395468.0,395983.0"
2025-12-08,2651,multi order,"400976.0,396467.0"
2025-12-08,2652,multi order,"401309.0,394413.0"
2025-12-08,2653,multi order,"400698.0,401309.0"
2025-12-08,2654,bulk,"394413.0,396446.0"
2025-12-08,2655,bulk,"399816.0,396446.0"
2025-12-08,2656,bulk,"392424.0,399816.0"
2025-12-08,2657,bulk,"400976.0,401309.0"
2025-12-08,2658,bulk,"392424.0,400156.0"
2025-12-08,2659,multi order,"392424.0,395468.0"
2025-12-08,2660,bulk,"396467.0,401309.0"
2025-12-08,2661,bulk,"392424.0,396467.0"
2025-12-08,2662,bulk,"396467.0,394413.0"
2025-12-08,2663,bulk,"394413.0,396446.0"
2025-12-08,2664,bulk,"399816.0,400976.0"
2025-12-08,2665,bulk,"392424.0,396467.0"
2025-12-08,2666,bulk,"400698.0,401309.0"
2025-12-08,2667,multi order,"392424.0,400156.0"
2025-12-08,2668,multi order,"401309.0,395983.0"
2025-12-08,2669,bulk,"400976.0,400156.0"
2025-12-08,2670,multi order,"400698.0,395983.0"
2025-12-08,2671,bulk,"396467.0,396446.0"
2025-12-08,2672,bulk,"400156.0,395983.0"
2025-12-08,2673,multi order,"392424.0,400698.0"
2025-12-08,2674,bulk,"400976.0,394413.0"
2025-12-08,2675,bulk,"396467.0,396446.0"
2025-12-08,2676,bulk,"399816.0,395468.0"
2025-12-08,2677,bulk,"400976.0,395983.0"
2025-12-08,2678,bulk,"401309.0,396446.0"
2025-12-08,2679,bulk,"392424.0,401309.0"
2025-12-08,2680,bulk,"392424.0,395468.0"
2025-12-08,2681,bulk,"396467.0,400156.0"
2025-12-08,2682,bulk,"392424.0,400698.0"
2025-12-08,2683,multi order,"399816.0,396446.0"
2025-12-08,2684,bulk,"396467.0,401309.0"
2025-12-08,2685,multi order,"400976.0,395983.0"
2025-12-08,2686,bulk,"399816.0,395983.0"
2025-12-08,2687,multi order,"400156.0,401309.0"
2025-12-08,2688,bulk,"395468.0,396446.0"
2025-12-08,2689,bulk,"401309.0,395983.0"
2025-12-08,2690,bulk,"395468.0,401309.0"
2025-12-08,2691,bulk,"392424.0,400156.0"
2025-12-08,2692,multi order,"396467.0,394413.0"
2025-12-08,2693,bulk,"395468.0,396446.0"
2025-12-08,2694,bulk,"400698.0,394413.0"
2025-12-08,2695,multi order,"400156.0,395983.0"
2025-12-08,2696,multi order,"400698.0,396467.0"
2025-12-08,2697,bulk,"399816.0,396446.0"
2025-12-08,2698,multi order,"392424.0,395468.0"
2025-12-08,2699,bulk,"396467.0,401309.0"
2025-12-08,2700,multi order,"394413.0,395983.0"
2025-12-08,2701,bulk,"400976.0,395983.0"
2025-12-08,2702,multi order,"396467.0,396446.0"
2025-12-08,2703,bulk,"395468.0,394413.0"
2025-12-08,2704,multi order,"399816.0,400156.0"
2025-12-08,2705,multi order,"401309.0,395983.0"
2025-12-08,2706,bulk,"395468.0,394413.0"
2025-12-08,2707,multi order,"392424.0,395983.0"
2025-12-08,2708,multi order,"395468.0,400156.0"
2025-12-08,2709,bulk,"399816.0,394413.0"
2025-12-08,2710,bulk,"400976.0,396467.0"
2025-12-08,2711,multi order,"392424.0,400156.0"
2025-12-08,2712,bulk,"392424.0,396467.0"
2025-12-08,2713,bulk,"395468.0,396446.0"
2025-12-08,2714,bulk,"400698.0,395983.0"
2025-12-08,2715,bulk,"392424.0,400156.0"
2025-12-08,2716,bulk,"400976.0,395468.0"
2025-12-08,2717,bulk,"392424.0,396467.0"
2025-12-08,2718,bulk,"396467.0,394413.0"
2025-12-08,2719,bulk,"400156.0,401309.0"
2025-12-08,2720,bulk,"399816.0,396467.0"
2025-12-08,2721,multi order,"392424.0,395983.0"
2025-12-08,2722,multi order,"399816.0,395983.0"
2025-12-08,2723,bulk,"400156.0,396446.0"
2025-12-08,2724,bulk,"395468.0,400156.0"
2025-12-08,2725,bulk,"400976.0,401309.0"
2025-12-08,2726,multi order,"396467.0,401309.0"
2025-12-08,2727,bulk,"400976.0,395983.0"
2025-12-08,2728,bulk,"400156.0,395983.0"
2025-12-08,2729,bulk,"400976.0,401309.0"
2025-12-08,2730,multi order,"400976.0,395468.0"
2025-12-08,2731,bulk,"399816.0,394413.0"
2025-12-08,2732,bulk,"400976.0,400156.0"
2025-12-08,2733,bulk,"400698.0,401309.0"
2025-12-08,2734,multi order,"396467.0,395983.0"
2025-12-08,2735,bulk,"396467.0,401309.0"
2025-12-08,2736,multi order,"395468.0,400156.0"
2025-12-08,2737,bulk,"401309.0,396446.0"
2025-12-08,2738,bulk,"399816.0,395468.0"
2025-12-08,2739,bulk,"392424.0,396467.0"
2025-12-08,2740,bulk,"400976.0,395983.0"
2025-12-08,2741,bulk,"394413.0,396446.0"
2025-12-08,2742,bulk,"400156.0,401309.0"
2025-12-08,2743,multi order,"399816.0,394413.0"
2025-12-08,2744,multi order,"400698.0,401309.0"
2025-12-08,2745,bulk,"400156.0,394413.0"
2025-12-08,2746,bulk,"396467.0,396446.0"
2025-12-08,2747,bulk,"400976.0,395983.0"
2025-12-08,2748,bulk,"399816.0,394413.0"
2025-12-08,2749,multi order,"392424.0,399816.0"
2025-12-08,2750,multi order,"396467.0,394413.0"
2025-12-08,2751,bulk,"396467.0,400156.0"
2025-12-08,2752,bulk,"400698.0,400156.0"
2025-12-08,2753,multi order,"396467.0,396446.0"
2025-12-08,2754,multi order,"392424.0,395983.0"
2025-12-08,2755,bulk,"394413.0,401309.0"
2025-12-08,2756,bulk,"392424.0,395983.0"
2025-12-08,2757,bulk,"399816.0,401309.0"
2025-12-08,2758,multi order,"396467.0,396446.0"
2025-12-08,2759,bulk,"395468.0,395983.0"
2025-12-08,2760,bulk,"396467.0,401309.0"
2025-12-08,2761,bulk,"400976.0,395983.0"
2025-12-08,2762,bulk,"396467.0,396446.0"
2025-12-08,2763,bulk,"400698.0,394413.0"
2025-12-08,2764,bulk,"400976.0,400156.0"
2025-12-08,2765,bulk,"400156.0,401309.0"
2025-12-08,2766,multi order,"400976.0,392424.0"
2025-12-08,2767,multi order,"392424.0,394413.0"
2025-12-08,2768,multi order,"392424.0,396467.0"
2025-12-08,2769,bulk,"400698.0,401309.0"
2025-12-08,2770,bulk,"396467.0,395468.0"
2025-12-08,2771,multi order,"400976.0,394413.0"
2025-12-08,2772,bulk,"400698.0,396446.0"
2025-12-08,2773,multi order,"396467.0,395468.0"
2025-12-08,2774,bulk,"400156.0,395983.0"
2025-12-08,2775,multi order,"394413.0,395983.0"
2025-12-08,2776,multi order,"395468.0,394413.0"
2025-12-08,2777,bulk,"392424.0,395468.0"
2025-12-08,2778,bulk,"394413.0,396446.0"
2025-12-08,2779,bulk,"395468.0,400156.0"
2025-12-08,2780,multi order,"396467.0,395983.0"
2025-12-08,2781,bulk,"399816.0,396446.0"
2025-12-08,2782,multi order,"400976.0,396467.0"
2025-12-08,2783,bulk,"399816.0,400156.0"
2025-12-08,2784,multi order,"399816.0,400698.0"
2025-12-08,2785,multi order,"401309.0,395983.0"
2025-12-08,2786,multi order,"392424.0,396467.0"
2025-12-08,2787,bulk,"395468.0,394413.0"
2025-12-08,2788,multi order,"400976.0,396467.0"
2025-12-08,2789,bulk,"392424.0,401309.0"
2025-12-08,2790,bulk,"400156.0,395983.0"
2025-12-08,2791,bulk,"396467.0,395468.0"
2025-12-08,2792,bulk,"392424.0,395983.0"
2025-12-08,2793,bulk,"401309.0,394413.0"
2025-12-08,2794,bulk,"399816.0,395983.0"
2025-12-08,2795,bulk,"396467.0,396446.0"
2025-12-08,2796,multi order,"394413.0,396446.0"
2025-12-08,2797,bulk,"400698.0,401309.0"
2025-12-08,2798,bulk,"399816.0,394413.0"
2025-12-08,2799,bulk,"395468.0,400156.0"
2025-12-08,2800,bulk,"396467.0,395468.0"
2025-12-08,2801,multi order,"400156.0,396446.0"
2025-12-08,2802,bulk,"395468.0,394413.0"
2025-12-08,2803,bulk,"395468.0,396446.0"
2025-12-08,2804,bulk,"401309.0,394413.0"
2025-12-08,2805,bulk,"399816.0,395983.0"
2025-12-08,2806,bulk,"392424.0,399816.0"
2025-12-08,2807,multi order,"395468.0,400156.0"
2025-12-08,2808,bulk,"392424.0,395468.0"
2025-12-08,2809,multi order,"395468.0,401309.0"
2025-12-08,2810,bulk,"400698.0,395468.0"
2025-12-08,2811,bulk,"392424.0,399816.0"
2025-12-08,2812,bulk,"401309.0,396446.0"
2025-12-08,2813,bulk,"400698.0,396467.0"
2025-12-08,2814,bulk,"400976.0,395983.0"
2025-12-08,2815,bulk,"392424.0,396446.0"
2025-12-08,2816,bulk,"399816.0,394413.0"
2025-12-08,2817,bulk,"395468.0,396446.0"
2025-12-08,2818,bulk,"396467.0,400156.0"
2025-12-08,2819,bulk,"392424.0,395468.0"
2025-12-08,2820,bulk,"399816.0,400976.0"
2025-12-08,2821,bulk,"392424.0,395468.0"
2025-12-08,2822,bulk,"400976.0,400156.0"
2025-12-08,2823,bulk,"399816.0,396467.0"
2025-12-08,2824,multi order,"395468.0,395983.0"
2025-12-08,2825,bulk,"400976.0,394413.0"
2025-12-08,2826,bulk,"392424.0,401309.0"
2025-12-08,2827,bulk,"400976.0,399816.0"
2025-12-08,2828,bulk,"401309.0,395983.0"
2025-12-08,2829,bulk,"400698.0,396446.0"
2025-12-08,2830,bulk,"400976.0,394413.0"
2025-12-08,2831,bulk,"399816.0,396467.0"
2025-12-08,2832,bulk,"400156.0,401309.0"
2025-12-08,2833,multi order,"396467.0,395983.0"
2025-12-08,2834,bulk,"395468.0,395983.0"
2025-12-08,2835,multi order,"400156.0,394413.0"
2025-12-08,2836,bulk,"392424.0,396446.0"
2025-12-08,2837,bulk,"399816.0,394413.0"
2025-12-08,2838,multi order,"392424.0,395983.0"
2025-12-08,2839,bulk,"395468.0,394413.0"
2025-12-08,2840,bulk,"392424.0,396467.0"
2025-12-08,2841,bulk,"395468.0,400156.0"
2025-12-08,2842,bulk,"396467.0,401309.0"
2025-12-08,2843,bulk,"401309.0,395983.0"
2025-12-08,2844,multi order,"396467.0,394413.0"
2025-12-08,2845,bulk,"392424.0,400976.0"
2025-12-08,2846,bulk,"395468.0,401309.0"
2025-12-08,2847,bulk,"399816.0,394413.0"
2025-12-08,2848,bulk,"396467.0,395983.0"
2025-12-08,2849,bulk,"400698.0,396446.0"
2025-12-08,2850,bulk,"392424.0,395983.0"
2025-12-08,2851,multi order,"395468.0,394413.0"
2025-12-08,2852,multi order,"400976.0,396467.0"
2025-12-08,2853,multi order,"392424.0,394413.0"
2025-12-08,2854,bulk,"395468.0,394413.0"
2025-12-08,2855,multi order,"400156.0,395983.0"
2025-12-08,2856,bulk,"392424.0,396467.0"
2025-12-08,2857,multi order,"399816.0,396446.0"
2025-12-08,2858,bulk,"400156.0,395983.0"
2025-12-08,2859,bulk,"392424.0,400698.0"
2025-12-08,2860,multi order,"400976.0,401309.0"
2025-12-08,2861,bulk,"396467.0,395468.0"
2025-12-08,2862,bulk,"399816.0,400156.0"
2025-12-08,2863,bulk,"392424.0,401309.0"
2025-12-08,2864,bulk,"394413.0,395983.0"
2025-12-08,2865,bulk,"392424.0,394413.0"
2025-12-08,2866,multi order,"399816.0,395468.0"
2025-12-08,2867,bulk,"392424.0,395468.0"
2025-12-08,2868,bulk,"396467.0,400156.0"
2025-12-08,2869,bulk,"400698.0,395983.0"
2025-12-08,2870,bulk,"392424.0,395983.0"
2025-12-08,2871,bulk,"395468.0,401309.0"
2025-12-08,2872,bulk,"396467.0,400156.0"
2025-12-08,2873,bulk,"400698.0,396446.0"
2025-12-08,2874,bulk,"399816.0,396446.0"
2025-12-08,2875,multi order,"392424.0,400698.0"
2025-12-08,2876,multi order,"399816.0,394413.0"
2025-12-08,2877,bulk,"392424.0,395983.0"
2025-12-08,2878,bulk,"400976.0,395468.0"
2025-12-08,2879,bulk,"400156.0,401309.0"
2025-12-08,2880,bulk,"400976.0,395468.0"
2025-12-08,2881,bulk,"399816.0,394413.0"
2025-12-08,2882,bulk,"392424.0,395468.0"
2025-12-08,2883,bulk,"399816.0,392424.0"
2025-12-08,2884,bulk,"396467.0,395983.0"
2025-12-08,2885,bulk,"392424.0,396467.0"
2025-12-08,2886,multi order,"399816.0,394413.0"
2025-12-08,2887,bulk,"400976.0,395983.0"
2025-12-08,2888,multi order,"399816.0,396467.0"
2025-12-08,2889,multi order,"392424.0,400698.0"
2025-12-08,2890,bulk,"400156.0,396446.0"
2025-12-08,2891,multi order,"400698.0,400156.0"
2025-12-08,2892,bulk,"399816.0,396467.0"
2025-12-08,2893,bulk,"392424.0,394413.0"
2025-12-08,2894,multi order,"395468.0,401309.0"
2025-12-08,2895,multi order,"392424.0,395983.0"
2025-12-08,2896,multi order,"399816.0,396467.0"
2025-12-08,2897,bulk,"401309.0,396446.0"
2025-12-08,2898,bulk,"395468.0,395983.0"
2025-12-08,2899,bulk,"400698.0,396467.0"
2025-12-08,2900,bulk,"392424.0,400156.0"
2025-12-08,2901,multi order,"401309.0,395983.0"
2025-12-08,2902,bulk,"399816.0,400698.0"
2025-12-08,2903,bulk,"392424.0,396467.0"
2025-12-08,2904,multi order,"400976.0,400156.0"
2025-12-08,2905,bulk,"399816.0,395983.0"
2025-12-08,2906,bulk,"400156.0,394413.0"
2025-12-08,2907,bulk,"399816.0,395983.0"
2025-12-08,2908,bulk,"392424.0,394413.0"
2025-12-08,2909,multi order,"392424.0,396467.0"
2025-12-08,2910,bulk,"394413.0,396446.0"
2025-12-08,2911,bulk,"396467.0,396446.0"
2025-12-08,2912,bulk,"400156.0,401309.0"
